match_id,period,possession,pos_team,opp_team_id,start_x,start_y,zx,zy,zone_id,start_minute_evt,a_type,y_shot_for,p_rf
3764230,1,45,972,749,38.2,61.4,3.0,6.0,3_6,14.0,Pass,0,0.04311563692891953
3764230,1,46,972,749,62.6,74.7,6.0,7.0,6_7,15.0,Pass,0,0.0944556629433974
3764230,1,47,749,972,32.6,67.9,3.0,6.0,3_6,15.0,Pass,0,0.022213633545166936
3764230,1,48,972,749,46.7,1.0,4.0,0.0,4_0,16.0,Pass,0,0.017583505216751533
3764230,1,49,749,972,64.2,75.7,6.0,7.0,6_7,16.0,Duel,1,0.6506089926152444
3764230,1,50,972,749,66.9,65.7,6.0,6.0,6_6,16.0,Pass,0,0.14167659228577167
3764230,1,51,749,972,65.3,37.7,6.0,3.0,6_3,17.0,Duel,0,0.3330713292086285
3764230,1,52,749,972,70.1,0.1,7.0,0.0,7_0,17.0,Pass,0,0.16295050978321066
3764230,1,53,749,972,120.0,0.1,11.0,0.0,11_0,18.0,Pass,0,0.5486788276928628
3764230,1,54,749,972,120.0,0.1,11.0,0.0,11_0,19.0,Pass,0,0.5505545951939649
3764230,1,55,972,749,62.8,11.4,6.0,1.0,6_1,19.0,Ball Receipt*,0,0.16697891717364535
3764230,1,56,749,972,59.2,52.9,5.0,5.0,5_5,20.0,Pass,0,0.1044704780313736
3764230,1,57,972,749,75.1,7.7,7.0,0.0,7_0,20.0,Ball Recovery,0,0.1797809962763295
3764230,1,59,972,749,49.3,0.1,4.0,0.0,4_0,21.0,Pass,0,0.01969314331180031
3764230,1,60,749,972,27.9,65.7,2.0,6.0,2_6,22.0,Ball Recovery,0,0.08147049977624832
3764230,1,61,749,972,26.5,76.2,2.0,7.0,2_7,22.0,Pass,0,0.009590782102150778
3764230,1,62,972,749,57.8,8.9,5.0,0.0,5_0,23.0,Ball Recovery,0,0.11696370566462505
3764230,1,63,972,749,78.4,0.1,7.0,0.0,7_0,24.0,Pass,0,0.11911268078666104
3764230,1,64,749,972,33.1,63.2,3.0,6.0,3_6,24.0,Duel,0,0.034648283020747225
3764230,1,65,972,749,29.7,0.1,2.0,0.0,2_0,24.0,Pass,0,0.00879944267042398
3764230,1,66,749,972,89.4,80.0,8.0,7.0,8_7,24.0,Pass,0,0.18317804119705638
3764230,1,67,749,972,106.4,80.0,10.0,7.0,10_7,25.0,Pass,0,0.4657975695156582
3764230,1,68,972,749,18.2,0.1,1.0,0.0,1_0,25.0,Pass,0,0.024433583406850725
3764230,1,69,749,972,98.4,80.0,9.0,7.0,9_7,26.0,Pass,0,0.3493872491967916
3764230,1,70,972,749,80.9,58.6,8.0,5.0,8_5,29.0,Ball Receipt*,0,0.10097600939479262
3764230,1,71,972,749,47.8,13.8,4.0,1.0,4_1,29.0,Ball Receipt*,0,0.04138689665637463
3764230,1,72,749,972,53.1,42.2,5.0,4.0,5_4,30.0,Pressure,0,0.07949294362346865
3764230,1,73,749,972,62.3,0.1,6.0,0.0,6_0,31.0,Pass,0,0.084136365251174
3764230,1,74,972,749,64.3,0.1,6.0,0.0,6_0,32.0,Pass,0,0.1141867836367043
3764230,1,75,972,749,88.6,80.0,8.0,7.0,8_7,32.0,Pass,0,0.20671698909096634
3764230,1,76,972,749,97.2,25.2,9.0,2.0,9_2,33.0,Shot,1,0.9764057692966998
3764230,1,77,749,972,61.5,36.6,6.0,3.0,6_3,34.0,Pressure,0,0.10632183946110628
3764230,1,78,972,749,61.5,21.6,6.0,2.0,6_2,34.0,Pass,0,0.13252942994763398
3764230,1,79,749,972,32.6,0.1,3.0,0.0,3_0,34.0,Pass,0,0.007792075967749469
3764230,1,80,972,749,80.3,63.8,8.0,6.0,8_6,34.0,Ball Recovery,0,0.340435532839338
3764230,1,81,972,749,56.8,0.1,5.0,0.0,5_0,35.0,Pass,0,0.03199297670548784
3764230,1,82,749,972,13.6,80.0,1.0,7.0,1_7,35.0,Pass,0,0.008144290806208964
3764230,1,83,972,749,85.1,5.2,8.0,0.0,8_0,36.0,Duel,0,0.3669541990808887
3764230,1,84,749,972,40.9,74.9,4.0,7.0,4_7,36.0,Ball Recovery,0,0.09254416914139309
3764230,1,85,972,749,50.0,0.1,4.0,0.0,4_0,36.0,Pass,0,0.03911707521591595
3764230,1,86,749,972,18.1,41.3,1.0,4.0,1_4,37.0,Pass,0,0.06491082129312785
3764230,1,87,972,749,70.7,27.4,7.0,2.0,7_2,37.0,Duel,0,0.30366697126417275
3764230,1,88,749,972,29.8,13.8,2.0,1.0,2_1,37.0,Ball Recovery,0,0.1736330245930116
3764230,1,89,972,749,70.3,5.0,7.0,0.0,7_0,38.0,Ball Recovery,0,0.12653781965016855
3764230,1,90,972,749,79.2,3.9,7.0,0.0,7_0,38.0,Pass,0,0.1390490966226375
3764230,1,91,972,749,105.9,0.1,10.0,0.0,10_0,39.0,Pass,0,0.25628457226882156
3764230,1,93,972,749,61.7,33.6,6.0,3.0,6_3,40.0,Pass,0,0.23851507420709478
3764230,1,94,749,972,27.9,48.8,2.0,4.0,2_4,40.0,Ball Recovery,0,0.18371236035774846
3764230,1,95,749,972,111.4,0.1,11.0,0.0,11_0,40.0,Pass,0,0.32277958970756104
3764230,1,96,972,749,34.0,0.1,3.0,0.0,3_0,41.0,Pass,0,0.03040678867634198
3764230,1,97,972,749,56.8,0.1,5.0,0.0,5_0,41.0,Pass,0,0.03773542173209874
3764230,1,98,972,749,90.3,0.1,9.0,0.0,9_0,41.0,Pass,0,0.17183148190047004
3764230,1,99,972,749,100.3,0.1,10.0,0.0,10_0,42.0,Pass,0,0.2564415962235934
3764230,1,100,749,972,28.4,80.0,2.0,7.0,2_7,43.0,Pass,0,0.021237645490952927
3764230,1,101,972,749,18.6,35.6,1.0,3.0,1_3,43.0,Duel,0,0.044190361031186745
3764230,1,102,749,972,62.3,72.6,6.0,7.0,6_7,44.0,Interception,0,0.2032850246834189
3764230,1,103,749,972,63.9,74.6,6.0,7.0,6_7,44.0,Pass,0,0.23948687041593353
3764230,1,104,972,749,40.9,31.6,4.0,3.0,4_3,44.0,Pass,0,0.1754527748328673
3764230,1,105,972,749,67.6,50.2,6.0,5.0,6_5,45.0,Pass,0,0.2766479893068513
3764230,2,107,972,749,61.0,40.1,6.0,4.0,6_4,45.0,Pass,0,0.07698511208337301
3764230,2,108,749,972,21.5,11.1,2.0,1.0,2_1,45.0,Pass,0,0.043747831296829694
3764230,2,109,972,749,61.7,16.3,6.0,1.0,6_1,45.0,Pass,0,0.28937701385428566
3764230,2,110,749,972,57.2,19.2,5.0,1.0,5_1,45.0,Pass,0,0.11590581250166754
3764230,2,111,972,749,13.6,33.5,1.0,3.0,1_3,46.0,Ball Recovery,0,0.08886796890063733
3764230,2,112,749,972,29.5,51.6,2.0,5.0,2_5,46.0,Pass,0,0.1582951790376703
3764230,2,113,972,749,77.9,49.0,7.0,4.0,7_4,47.0,Ball Receipt*,0,0.11492029992223235
3764230,2,114,972,749,85.3,80.0,8.0,7.0,8_7,48.0,Pass,0,0.2030683892448663
3764230,2,115,749,972,23.6,18.3,2.0,1.0,2_1,48.0,Duel,0,0.053556755907792936
3764230,2,116,749,972,22.9,14.4,2.0,1.0,2_1,48.0,Pass,0,0.05210411862463542
3764230,2,117,972,749,63.1,39.8,6.0,3.0,6_3,49.0,Pass,0,0.3512968442504025
3764230,2,118,749,972,20.0,68.3,1.0,6.0,1_6,49.0,Pass,0,0.03811826992139154
3764230,2,119,972,749,78.1,80.0,7.0,7.0,7_7,49.0,Pass,0,0.1117691176035975
3764230,2,120,749,972,43.4,6.4,4.0,0.0,4_0,49.0,50/50,0,0.07949349719213714
3764230,2,121,972,749,23.3,45.1,2.0,4.0,2_4,49.0,Pass,0,0.10865970849326238
3764230,2,122,749,972,55.0,6.1,5.0,0.0,5_0,49.0,Duel,0,0.058405490091124015
3764230,2,123,972,749,32.9,80.0,3.0,7.0,3_7,50.0,Pass,0,0.1329508732608471
3764230,2,124,749,972,54.3,0.1,5.0,0.0,5_0,50.0,Pass,0,0.047586554506002646
3764230,2,125,972,749,57.0,72.0,5.0,7.0,5_7,51.0,Duel,0,0.22573641915561804
3764230,2,126,749,972,72.2,59.4,7.0,5.0,7_5,51.0,Duel,1,0.7322489939796527
3764230,2,127,749,972,120.0,0.1,11.0,0.0,11_0,52.0,Pass,0,0.5664711939553118
3764230,2,128,972,749,61.0,40.1,6.0,4.0,6_4,53.0,Pass,0,0.07121809005463031
3764230,2,129,972,749,63.1,69.1,6.0,6.0,6_6,54.0,Pass,0,0.2001034996212321
3764230,2,130,972,749,105.0,80.0,10.0,7.0,10_7,55.0,Pass,0,0.26579203000354534
3764230,2,131,749,972,11.4,13.8,1.0,1.0,1_1,55.0,Ball Recovery,0,0.02875893736634199
3764230,2,132,749,972,48.1,65.4,4.0,6.0,4_6,55.0,Pass,0,0.038721571683549894
3764230,2,133,972,749,44.2,27.6,4.0,2.0,4_2,55.0,Pass,1,0.5463373030060105
3764230,2,134,749,972,60.0,40.0,5.0,3.0,5_3,56.0,Pass,0,0.06711072983906369
3764230,2,135,972,749,32.9,30.1,3.0,3.0,3_3,57.0,Pass,0,0.1954525645535102
3764230,2,136,749,972,78.1,53.1,7.0,5.0,7_5,57.0,Ball Recovery,0,0.3926392113692428
3764230,2,137,972,749,44.4,23.1,4.0,2.0,4_2,57.0,Pass,0,0.3323429994477516
3764230,2,138,749,972,79.0,52.0,7.0,5.0,7_5,57.0,Duel,1,0.7590285676022287
3764230,2,140,972,749,15.3,28.8,1.0,2.0,1_2,58.0,Ball Receipt*,0,0.009040067727416444
3764230,2,141,972,749,19.2,24.6,1.0,2.0,1_2,58.0,Pass,0,0.08134171213506235
3764230,2,142,972,749,69.2,21.5,6.0,2.0,6_2,58.0,Pass,0,0.32187345701648007
3764230,2,143,749,972,27.0,58.1,2.0,5.0,2_5,58.0,Pass,0,0.1106121081404183
3764230,2,144,972,749,41.7,45.7,4.0,4.0,4_4,59.0,Pass,0,0.19438898556107584
3764230,2,145,749,972,56.4,13.3,5.0,1.0,5_1,59.0,Duel,0,0.08965486121861659
3764230,2,146,972,749,55.8,20.2,5.0,2.0,5_2,59.0,Pass,0,0.23345964494389848
3764230,2,147,749,972,63.4,24.9,6.0,2.0,6_2,60.0,Pass,0,0.10004161296988964
3764230,2,148,972,749,12.6,80.0,1.0,7.0,1_7,60.0,Pass,0,0.036936024245650005
3764230,2,149,749,972,50.3,24.9,5.0,2.0,5_2,61.0,Ball Recovery,0,0.12020717041921342
3764230,2,150,972,749,16.9,24.1,1.0,2.0,1_2,61.0,Ball Receipt*,0,0.008777717053646432
3764230,2,151,972,749,36.2,80.0,3.0,7.0,3_7,62.0,Pass,0,0.1493220891276468
3764230,2,152,749,972,62.9,19.2,6.0,1.0,6_1,62.0,Pass,0,0.20251557818070742
3764230,2,153,972,749,19.8,44.3,1.0,4.0,1_4,63.0,Duel,0,0.08845281802084778
3764230,2,154,749,972,14.0,27.2,1.0,2.0,1_2,63.0,Ball Receipt*,0,0.003037582882637045
3764230,2,155,749,972,68.9,80.0,6.0,7.0,6_7,64.0,Pass,0,0.20560172242551047
3764230,2,156,972,749,29.4,3.8,2.0,0.0,2_0,65.0,Pass,0,0.031258290350355794
3764230,2,157,972,749,77.3,67.9,7.0,6.0,7_6,66.0,Pass,1,0.6093255739732547
3764230,2,159,749,972,17.3,25.8,1.0,2.0,1_2,66.0,Ball Receipt*,0,0.005366998133526022
3764230,2,160,749,972,30.0,25.5,2.0,2.0,2_2,66.0,Pass,0,0.032902759814558404
3764230,2,161,749,972,29.0,9.1,2.0,0.0,2_0,66.0,Pass,0,0.023528250858331868
3764230,2,162,749,972,13.9,17.7,1.0,1.0,1_1,66.0,Ball Receipt*,0,0.004475247185859429
3764230,2,163,749,972,14.0,17.7,1.0,1.0,1_1,66.0,Pass,0,0.05934613622426484
3764230,2,164,749,972,42.8,30.5,4.0,3.0,4_3,66.0,Pass,0,0.13231084678381902
3764230,2,165,972,749,12.6,74.6,1.0,7.0,1_7,66.0,Pass,0,0.04285009984253492
3764230,2,166,972,749,57.0,80.0,5.0,7.0,5_7,67.0,Pass,1,0.45925486637500335
3764230,2,167,972,749,120.0,0.1,11.0,0.0,11_0,68.0,Pass,0,0.565106350971374
3764230,2,168,749,972,19.0,0.1,1.0,0.0,1_0,68.0,Pass,0,0.007762468343354098
3764230,2,169,972,749,82.9,77.3,8.0,7.0,8_7,68.0,Pass,0,0.19654446582716056
3764230,2,170,972,749,93.1,63.4,9.0,6.0,9_6,69.0,Pass,0,0.4516632515212292
3764230,2,171,749,972,27.2,0.1,2.0,0.0,2_0,70.0,Pass,0,0.01239309536968397
3764230,2,172,972,749,75.3,68.4,7.0,6.0,7_6,70.0,Duel,0,0.2944430960544111
3764230,2,173,749,972,63.4,80.0,6.0,7.0,6_7,70.0,Pass,0,0.10016740399099501
3764230,2,174,972,749,50.3,3.4,5.0,0.0,5_0,71.0,Ball Recovery,0,0.10785033334563508
3764230,2,175,972,749,57.8,0.1,5.0,0.0,5_0,71.0,Pass,0,0.14573810240897114
3764230,2,176,972,749,91.4,80.0,9.0,7.0,9_7,72.0,Pass,0,0.16824396846009315
3764230,2,177,749,972,30.9,32.5,3.0,3.0,3_3,72.0,Ball Recovery,1,0.5721643620555842
3764230,2,179,972,749,34.2,9.8,3.0,0.0,3_0,72.0,Ball Receipt*,0,0.023993671732615435
3764230,2,180,972,749,41.7,10.6,4.0,1.0,4_1,72.0,Pass,0,0.21118141203953805
3764230,2,181,972,749,46.7,19.5,4.0,1.0,4_1,72.0,Pass,0,0.2087543647916861
3764230,2,182,972,749,22.5,26.3,2.0,2.0,2_2,72.0,Pass,0,0.10180734965109371
3764230,2,184,749,972,55.1,33.9,5.0,3.0,5_3,72.0,Ball Recovery,0,0.12630836793695585
3764230,2,185,749,972,80.3,80.0,8.0,7.0,8_7,74.0,Pass,0,0.1819504799121644
3764230,2,187,749,972,48.7,22.8,4.0,2.0,4_2,75.0,Pass,0,0.02569982449305729
3764230,2,188,972,749,63.3,68.1,6.0,6.0,6_6,76.0,Pass,0,0.18178710574786866
3764230,2,189,749,972,26.5,35.2,2.0,3.0,2_3,76.0,Ball Recovery,0,0.12033551921143952
3764230,2,191,749,972,55.9,43.5,5.0,4.0,5_4,77.0,Pass,0,0.11603643006737521
3764230,2,192,972,749,42.8,18.0,4.0,1.0,4_1,78.0,Pass,0,0.20699867942274838
3764230,2,193,749,972,63.1,12.7,6.0,1.0,6_1,79.0,Ball Recovery,0,0.0990559243461266
3764230,2,194,972,749,51.5,0.1,5.0,0.0,5_0,80.0,Pass,0,0.11785161949375382
3764230,2,195,749,972,76.7,49.4,7.0,4.0,7_4,81.0,Pass,0,0.3849635391834244
3764230,2,196,749,972,62.0,0.1,6.0,0.0,6_0,81.0,Pass,0,0.06183018964459015
3764230,2,197,749,972,64.8,4.5,6.0,0.0,6_0,81.0,Pass,0,0.15878063095511874
3764230,2,198,972,749,57.0,68.7,5.0,6.0,5_6,81.0,Ball Recovery,0,0.09782056873893742
3764230,2,199,972,749,63.3,73.5,6.0,7.0,6_7,82.0,Pass,0,0.15612794737361468
3764230,2,200,749,972,17.9,21.9,1.0,2.0,1_2,82.0,Ball Receipt*,0,0.0019054938247724754
3764230,2,201,972,749,62.5,19.8,6.0,1.0,6_1,82.0,Duel,0,0.21597303538880724
3764230,2,202,749,972,14.7,22.0,1.0,2.0,1_2,83.0,Ball Receipt*,0,0.0019054938247724754
3764230,2,203,972,749,72.9,13.8,7.0,1.0,7_1,84.0,Ball Recovery,0,0.13148465774220155
3764230,2,204,749,972,74.5,14.9,7.0,1.0,7_1,85.0,Ball Receipt*,0,0.03713778481962198
3764230,2,205,749,972,63.1,0.1,6.0,0.0,6_0,85.0,Pass,0,0.07357280262787161
3764230,2,206,749,972,120.0,80.0,11.0,7.0,11_7,86.0,Pass,1,0.8174446831204477
3764230,2,207,972,749,21.4,68.5,2.0,6.0,2_6,86.0,Ball Receipt*,0,0.027803197347808492
3764230,2,208,749,972,82.3,8.9,8.0,0.0,8_0,86.0,Ball Recovery,0,0.39174400343639104
3764230,2,209,972,749,43.6,5.2,4.0,0.0,4_0,87.0,Ball Receipt*,0,0.11219040658566047
3764230,2,210,749,972,65.9,50.0,6.0,4.0,6_4,87.0,Pass,0,0.20399476793660656
3764230,2,211,749,972,111.8,80.0,11.0,7.0,11_7,87.0,Pass,0,0.4284728482748827
3764230,2,212,972,749,62.5,38.1,6.0,3.0,6_3,88.0,Ball Receipt*,0,0.142699655681254
3764230,2,213,749,972,68.9,67.2,6.0,6.0,6_6,89.0,Interception,0,0.32722989064188773
3764230,2,214,972,749,35.4,22.3,3.0,2.0,3_2,89.0,Duel,0,0.1981406913384753
3764230,2,215,749,972,40.9,65.4,4.0,6.0,4_6,90.0,Pass,0,0.05477226660008427
3764230,2,217,972,749,29.2,22.7,2.0,2.0,2_2,90.0,Ball Receipt*,0,0.02671531923279554
3764230,2,218,972,749,26.7,18.4,2.0,1.0,2_1,90.0,Pass,0,0.08987106259281698
3764230,2,219,972,749,14.4,7.7,1.0,0.0,1_0,90.0,Pass,0,0.11920961063133433
3764230,2,220,972,749,21.9,4.8,2.0,0.0,2_0,90.0,Pass,0,0.028968032608016538
3764230,2,221,972,749,15.3,15.2,1.0,1.0,1_1,91.0,Pass,0,0.32377205329431114
3764230,2,222,749,972,41.5,64.5,4.0,6.0,4_6,91.0,Duel,0,0.060419899643653414
3764230,2,223,972,749,70.8,15.7,7.0,1.0,7_1,91.0,Ball Receipt*,0,0.04567136874295676
3764230,2,224,749,972,46.4,53.8,4.0,5.0,4_5,91.0,Ball Recovery,0,0.098710495534666
3764230,2,225,972,749,42.8,55.7,4.0,5.0,4_5,91.0,Pass,0,0.1441553491925994
3764230,2,226,972,749,21.2,28.6,2.0,2.0,2_2,94.0,Clearance,0,0.06862809791612084
3764231,1,2,969,965,60.0,40.0,5.0,3.0,5_3,0.0,Pass,0,0.03353694648863374
3764231,1,3,965,969,32.4,21.6,3.0,2.0,3_2,0.0,Pass,0,0.06675789888753872
3764231,1,4,965,969,34.8,52.4,3.0,5.0,3_5,1.0,Pass,0,0.05791754189905736
3764231,1,5,969,965,5.8,48.9,0.0,4.0,0_4,1.0,Ball Recovery,0,0.03230184334817091
3764231,1,6,965,969,35.4,44.9,3.0,4.0,3_4,1.0,Ball Receipt*,0,0.028659849798122826
3764231,1,7,965,969,57.5,0.1,5.0,0.0,5_0,2.0,Pass,0,0.02810703170460708
3764231,1,8,969,965,92.7,47.0,9.0,4.0,9_4,2.0,Pressure,0,0.13621769037430165
3764231,1,9,965,969,16.3,28.7,1.0,2.0,1_2,2.0,Ball Recovery,0,0.01866732116670615
3764231,1,10,969,965,79.9,32.6,7.0,3.0,7_3,3.0,Ball Recovery,0,0.3892047622801911
3764231,1,11,965,969,8.3,0.1,0.0,0.0,0_0,3.0,Pass,0,0.01052224801992
3764231,1,12,969,965,105.5,80.0,10.0,7.0,10_7,4.0,Pass,0,0.2597393559791794
3764231,1,13,965,969,8.0,25.9,0.0,2.0,0_2,4.0,Ball Receipt*,0,0.0008608819449514491
3764231,1,14,969,965,35.1,13.6,3.0,1.0,3_1,4.0,Ball Recovery,0,0.039552957797384915
3764231,1,15,969,965,32.2,60.4,3.0,6.0,3_6,5.0,Pass,0,0.031227452468699308
3764231,1,16,969,965,77.2,0.1,7.0,0.0,7_0,5.0,Pass,0,0.17270703365501802
3764231,1,17,969,965,85.5,80.0,8.0,7.0,8_7,6.0,Pass,0,0.149787580583197
3764231,1,18,965,969,31.9,23.3,3.0,2.0,3_2,6.0,Duel,0,0.07409298957905186
3764231,1,19,965,969,63.5,10.0,6.0,0.0,6_0,7.0,Pass,0,0.19389025730743584
3764231,1,20,969,965,28.5,41.0,2.0,4.0,2_4,7.0,Pass,0,0.04740730966032027
3764231,1,21,965,969,77.2,80.0,7.0,7.0,7_7,8.0,Pass,1,0.5600779760413683
3764231,1,22,969,965,20.2,69.0,2.0,6.0,2_6,9.0,Ball Receipt*,0,0.01255421975981965
3764231,1,23,965,969,59.2,0.1,5.0,0.0,5_0,9.0,Pass,0,0.028354321793871033
3764231,1,24,969,965,87.2,0.1,8.0,0.0,8_0,10.0,Pass,0,0.31912999995903024
3764231,1,25,969,965,105.0,0.1,10.0,0.0,10_0,10.0,Pass,1,0.6821341121181526
3764231,1,26,965,969,19.5,0.1,1.0,0.0,1_0,11.0,Pass,0,0.004816612970695285
3764231,1,27,965,969,18.0,0.1,1.0,0.0,1_0,11.0,Pass,0,0.004388325719840491
3764231,1,28,969,965,107.8,80.0,10.0,7.0,10_7,11.0,Pass,0,0.37131580633053346
3764231,1,29,965,969,10.9,8.2,1.0,0.0,1_0,11.0,Pass,0,0.006938041108601348
3764231,1,30,969,965,24.1,24.6,2.0,2.0,2_2,11.0,Pass,0,0.01793919073291671
3764231,1,31,965,969,60.2,73.8,6.0,7.0,6_7,12.0,Ball Recovery,1,0.5913303913479738
3764231,1,32,969,965,53.4,21.1,5.0,2.0,5_2,12.0,Ball Receipt*,0,0.019636590574136185
3764231,1,33,965,969,66.8,59.0,6.0,5.0,6_5,12.0,Pass,0,0.1641061613185772
3764231,1,34,969,965,63.4,0.1,6.0,0.0,6_0,13.0,Pass,0,0.06788851841097868
3764231,1,35,965,969,82.2,34.9,8.0,3.0,8_3,14.0,Pass,0,0.5388978611388553
3764231,1,36,969,965,14.8,27.3,1.0,2.0,1_2,14.0,Ball Receipt*,0,0.004183663532059273
3764231,1,37,969,965,70.3,72.3,7.0,7.0,7_7,17.0,Referee Ball-Drop,0,0.15137537497536568
3764231,1,38,965,969,49.8,7.8,4.0,0.0,4_0,17.0,Referee Ball-Drop,0,0.062042646614229195
3764231,1,39,969,965,69.9,80.0,6.0,7.0,6_7,17.0,Pass,0,0.06683452259691318
3764231,1,40,965,969,27.0,9.3,2.0,0.0,2_0,17.0,Ball Recovery,0,0.014641256184715687
3764231,1,41,965,969,69.7,6.7,6.0,0.0,6_0,18.0,Pass,0,0.22654149973003718
3764231,1,42,969,965,47.2,77.4,4.0,7.0,4_7,19.0,Clearance,0,0.03303215659767955
3764231,1,43,965,969,36.9,69.8,3.0,6.0,3_6,19.0,Pass,0,0.06228329180297714
3764231,1,44,965,969,44.0,80.0,4.0,7.0,4_7,20.0,Pass,0,0.029809848470342647
3764231,1,45,965,969,71.8,80.0,7.0,7.0,7_7,20.0,Pass,0,0.22414207363762714
3764231,1,46,969,965,26.0,12.1,2.0,1.0,2_1,20.0,Pass,0,0.0925323165868074
3764231,1,47,965,969,66.7,54.0,6.0,5.0,6_5,21.0,Duel,0,0.21235986165696866
3764231,1,48,969,965,33.1,51.0,3.0,5.0,3_5,21.0,Duel,1,0.5356395629168533
3764231,1,50,965,969,21.3,11.8,2.0,1.0,2_1,22.0,Ball Receipt*,0,0.004852882366434224
3764231,1,51,965,969,39.2,5.7,3.0,0.0,3_0,22.0,Pass,0,0.022834895656846817
3764231,1,52,965,969,64.2,3.8,6.0,0.0,6_0,22.0,Pass,0,0.1462103398268866
3764231,1,53,965,969,46.5,11.5,4.0,1.0,4_1,22.0,Pass,0,0.09098470806544096
3764231,1,54,965,969,49.1,19.4,4.0,1.0,4_1,22.0,Pass,0,0.09301250722117681
3764231,1,55,965,969,53.4,44.1,5.0,4.0,5_4,22.0,Pass,0,0.08929496873030489
